İl Kodu,Province,Work_Accident_Male,Work_Accident_Female,Occupational_Disease_Male,Occupational_Disease_Female,Fatality_Accident_Male,Fatality_Accident_Female,Fatality_Disease_Male,Fatality_Disease_Female,Year,Total_Work_Accidents,Total_Occupational_Diseases,Total_Fatalities_Accidents,Total_Fatalities_Diseases
33,Mersin,1632,97,0,0,33,1,0,0,2013,1729,0,34,0
34,İstanbul,32130,4946,32,7,213,5,0,0,2013,37076,39,218,0
35,İzmir,17124,2305,3,0,81,1,0,0,2013,19429,3,82,0
36,Kars,97,0,0,0,5,0,0,0,2013,97,0,5,0
37,Kastamonu,260,23,1,0,6,1,0,0,2013,283,1,7,0
38,Kayseri,6328,307,0,0,37,0,0,0,2013,6635,0,37,0
39,Kırklareli,968,166,0,0,11,0,0,0,2013,1134,0,11,0
40,Kırşehir,564,8,0,0,4,0,0,0,2013,572,0,4,0
41,Kocaeli,11474,1002,10,0,32,1,0,0,2013,12476,10,33,0
42,Konya,3657,183,0,0,39,1,0,0,2013,3840,0,40,0
43,Kütahya,1761,161,2,0,12,0,0,0,2013,1922,2,12,0
44,Malatya,488,25,0,0,10,0,0,0,2013,513,0,10,0
45,Manisa,9734,972,1,0,27,1,0,0,2013,10706,1,28,0
46,Kahramanmaraş,999,48,0,0,15,0,0,0,2013,1047,0,15,0
47,Mardin,115,0,0,0,8,0,0,0,2013,115,0,8,0
48,Muğla,1708,243,2,0,21,1,0,0,2013,1951,2,22,0
49,Muş,62,1,0,0,2,0,0,0,2013,63,0,2,0
50,Nevşehir,201,21,0,0,15,0,0,0,2013,222,0,15,0
51,Niğde,293,16,0,0,5,0,0,0,2013,309,0,5,0
52,Ordu,600,71,0,0,7,0,0,0,2013,671,0,7,0
53,Rize,247,8,0,0,2,0,0,0,2013,255,0,2,0
54,Sakarya,2447,272,0,0,17,0,0,0,2013,2719,0,17,0
55,Samsun,1108,106,0,0,19,0,0,0,2013,1214,0,19,0
56,Siirt,231,3,0,0,4,0,0,0,2013,234,0,4,0
57,Sinop,150,8,0,0,5,0,0,0,2013,158,0,5,0
58,Sivas,697,13,0,0,13,0,0,0,2013,710,0,13,0
59,Tekirdağ,4411,990,0,0,24,2,0,0,2013,5401,0,26,0
60,Tokat,294,10,0,0,11,0,0,0,2013,304,0,11,0
61,Trabzon,548,19,0,0,10,0,0,0,2013,567,0,10,0
62,Tunceli,29,1,0,0,0,0,0,0,2013,30,0,0,0
63,Şanlıurfa,377,30,2,0,22,0,0,0,2013,407,2,22,0
64,Uşak,974,154,0,1,6,1,0,0,2013,1128,1,7,0
65,Van,167,3,0,0,14,0,0,0,2013,170,0,14,0
66,Yozgat,368,4,0,0,5,0,0,0,2013,372,0,5,0
67,Zonguldak,4105,72,43,0,19,1,0,0,2013,4177,43,20,0
68,Aksaray,420,23,0,0,6,0,0,0,2013,443,0,6,0
69,Bayburt,16,0,0,0,0,0,0,0,2013,16,0,0,0
70,Karaman,889,306,0,0,7,0,0,0,2013,1195,0,7,0
71,Kırıkkale,406,10,4,0,6,0,0,0,2013,416,4,6,0
72,Batman,149,5,0,0,6,0,0,0,2013,154,0,6,0
73,Şırnak,84,1,0,0,10,0,0,0,2013,85,0,10,0
74,Bartın,674,25,0,0,3,0,0,0,2013,699,0,3,0
75,Ardahan,25,0,0,0,2,0,0,0,2013,25,0,2,0
76,Iğdır,34,0,0,0,5,0,0,0,2013,34,0,5,0
77,Yalova,575,41,0,0,2,0,0,0,2013,616,0,2,0
78,Karabük,1426,16,1,0,12,0,0,0,2013,1442,1,12,0
79,Kilis,38,0,0,0,2,0,0,0,2013,38,0,2,0
80,Osmaniye,673,11,1,0,10,0,0,0,2013,684,1,10,0
81,Düzce,1490,190,0,0,4,0,0,0,2013,1680,0,4,0
1, Adana,1035,33,0,0,19,0,0,0,2012,1068,0,19,0
2, Adıyaman,162,35,0,0,2,0,0,0,2012,197,0,2,0
3, Afyonkarahisar,443,11,0,0,2,0,0,0,2012,454,0,2,0
4, Ağrı,5,0,0,0,2,0,0,0,2012,5,0,2,0
5, Amasya,195,1,0,0,8,0,0,0,2012,196,0,8,0
6, Ankara,2969,112,61,2,52,0,0,0,2012,3081,63,52,0
7, Antalya,1295,273,0,0,15,1,0,0,2012,1568,0,16,0
8, Artvin,323,5,0,1,5,0,0,0,2012,328,1,5,0
9, Aydın,799,75,0,0,1,0,0,0,2012,874,0,1,0
10, Balıkesir,782,165,5,0,4,0,0,0,2012,947,5,4,0
11, Bilecik,526,77,1,0,4,0,0,0,2012,603,1,4,0
12, Bingöl,38,0,0,0,4,0,0,0,2012,38,0,4,0
13, Bitlis,31,0,0,0,1,0,0,0,2012,31,0,1,0
14, Bolu,449,67,1,0,2,0,0,0,2012,516,1,2,0
15, Burdur,110,2,0,0,4,0,0,0,2012,112,0,4,0
16, Bursa,8117,1186,1,0,30,0,0,0,2012,9303,1,30,0
17, Çanakkale,264,21,0,0,0,0,0,0,2012,285,0,0,0
18, Çankırı,98,5,2,0,3,0,0,0,2012,103,2,3,0
19, Çorum,0,0,0,0,5,0,0,0,2012,0,0,5,0
20, Denizli,2276,344,0,1,10,0,0,0,2012,2620,1,10,0
21, Diyarbakır,150,4,0,0,8,0,0,0,2012,154,0,8,0
22, Edirne,159,66,1,1,0,0,0,0,2012,225,2,0,0
23, Elazığ,505,5,0,0,12,0,0,0,2012,510,0,12,0
24, Erzincan,66,2,0,0,5,0,0,0,2012,68,0,5,0
25, Erzurum,386,15,4,2,16,0,0,0,2012,401,6,16,0
26, Eskişehir,806,75,0,0,9,1,0,0,2012,881,0,10,0
27, Gaziantep,948,16,0,0,25,0,0,0,2012,964,0,25,0
28, Gıresun,88,2,1,0,4,0,0,0,2012,90,1,4,0
29, Gümüşhane,46,1,0,0,2,0,0,0,2012,47,0,2,0
30, Hakkari,0,0,0,0,3,0,0,0,2012,0,0,3,0
31, Hatay,603,2,0,0,18,0,0,0,2012,605,0,18,0
32, Isparta,146,18,0,0,4,0,0,0,2012,164,0,4,0
33, Mersin,496,14,2,0,13,0,0,0,2012,510,2,13,0
34, İstanbul,8570,880,20,1,145,2,0,0,2012,9450,21,147,0
35, İzmir,7074,522,19,1,41,1,0,0,2012,7596,20,42,0
36, Kars,17,0,0,0,1,0,0,0,2012,17,0,1,0
37, Kastamonu,65,5,0,0,5,0,0,0,2012,70,0,5,0
38, Kayseri,2478,79,0,0,12,0,0,0,2012,2557,0,12,0
39, Kırklareli,284,53,0,0,0,0,0,0,2012,337,0,0,0
40, Kırşehır,228,2,0,0,3,0,0,0,2012,230,0,3,0
41, Kocaeli,2896,156,11,0,20,0,0,0,2012,3052,11,20,0
42, Konya,958,25,0,0,23,0,1,0,2012,983,0,23,1
43, Kütahya,1251,50,7,0,6,0,0,0,2012,1301,7,6,0
44, Malatya,139,2,0,0,6,0,0,0,2012,141,0,6,0
45, Manisa,6801,426,8,0,12,1,0,0,2012,7227,8,13,0
46, Kahramanmaraş,473,36,6,0,17,0,0,0,2012,509,6,17,0
47, Mardin,11,0,0,0,3,0,0,0,2012,11,0,3,0
48, Muğla,731,74,1,0,10,0,0,0,2012,805,1,10,0
49, Muş,7,0,0,0,2,0,0,0,2012,7,0,2,0
50, Nevşehir,55,3,0,0,1,0,0,0,2012,58,0,1,0
51, Niğde,75,3,2,0,4,1,0,0,2012,78,2,5,0
52, Ordu,244,15,0,0,6,0,0,0,2012,259,0,6,0
53, Rize,116,4,1,0,1,0,0,0,2012,120,1,1,0
54, Sakarya,380,29,0,0,9,1,0,0,2012,409,0,10,0
55, Samsun,527,12,0,0,10,1,0,0,2012,539,0,11,0
56, Siirt,3,0,0,0,4,0,0,0,2012,3,0,4,0
57, Sinop,109,5,0,0,4,0,0,0,2012,114,0,4,0
58, Sivas,219,7,3,0,7,0,0,0,2012,226,3,7,0
59, Tekirdağ,2658,475,0,0,12,0,0,0,2012,3133,0,12,0
60, Tokat,142,6,0,0,2,0,0,0,2012,148,0,2,0
61, Trabzon,350,14,1,0,3,0,0,0,2012,364,1,3,0
62, Tunceli,14,1,0,0,0,0,0,0,2012,15,0,0,0
63, Şanlıurfa,102,1,0,0,7,0,0,0,2012,103,0,7,0
64, Uşak,596,50,1,0,5,0,0,0,2012,646,1,5,0
65, Van,67,0,0,0,9,0,0,0,2012,67,0,9,0
66, Yozgat,69,0,0,0,2,0,0,0,2012,69,0,2,0
67, Zonguldak,3884,34,221,0,14,0,0,0,2012,3918,221,14,0
68, Aksaray,124,4,0,0,2,0,0,0,2012,128,0,2,0
69, Bayburt,40,1,0,0,1,0,0,0,2012,41,0,1,0
70, Karaman,321,75,0,0,0,0,0,0,2012,396,0,0,0
71, Kırıkkale,144,6,0,0,4,0,0,0,2012,150,0,4,0
72, Batman,69,1,1,0,8,0,0,0,2012,70,1,8,0
73, Şırnak,2,0,0,0,2,0,0,0,2012,2,0,2,0
74, Bartın,266,5,4,0,3,0,0,0,2012,271,4,3,0
75, Ardahan,1,0,0,0,0,0,0,0,2012,1,0,0,0
76, Iğdır,0,0,0,0,1,0,0,0,2012,0,0,1,0
77, Yalova,311,10,0,0,1,0,0,0,2012,321,0,1,0
78, Karabük,918,11,1,0,3,0,0,0,2012,929,1,3,0
79, Kilis,49,1,0,0,0,0,0,0,2012,50,0,0,0
80, Osmaniye,269,9,0,0,8,0,0,0,2012,278,0,8,0
81, Düzce,667,57,0,0,4,0,0,0,2012,724,0,4,0
1, ADANA,554,28,0,0,49,0,0,0,2011,582,0,49,0
2, ADIYAMAN,91,26,0,0,5,0,0,0,2011,117,0,5,0
3,AFYONKARAHİSAR,202,5,0,0,13,0,0,0,2011,207,0,13,0
4, AĞRI,15,0,0,0,3,0,0,0,2011,15,0,3,0
5, AMASYA,143,2,0,0,11,0,0,0,2011,145,0,11,0
6, ANKARA,2524,101,148,6,168,4,3,0,2011,2625,154,172,3
7, ANTALYA,1372,268,0,0,57,3,0,0,2011,1640,0,60,0
8, ARTVİN,267,5,0,0,7,0,0,0,2011,272,0,7,0
9, AYDIN,837,52,1,0,23,0,0,0,2011,889,1,23,0
10, BALIKESİR,993,182,1,0,42,0,0,0,2011,1175,1,42,0
11, BİLECİK,1120,86,4,0,6,0,0,0,2011,1206,4,6,0
12, BİNGÖL,15,0,0,0,8,0,0,0,2011,15,0,8,0
13, BİTLİS,58,0,0,0,5,0,0,0,2011,58,0,5,0
14, BOLU,514,61,0,0,10,0,0,0,2011,575,0,10,0
15, BURDUR,163,6,0,0,12,0,0,0,2011,169,0,12,0
16, BURSA,4943,507,4,0,47,3,1,0,2011,5450,4,50,1
17, ÇANAKKALE,237,21,0,0,14,0,0,0,2011,258,0,14,0
18, ÇANKIRI,118,5,0,0,3,0,0,0,2011,123,0,3,0
19, ÇORUM,203,2,0,0,9,0,0,0,2011,205,0,9,0
20, DENİZLİ,2182,235,1,0,26,2,0,0,2011,2417,1,28,0
21, DİYARBAKIR,127,1,0,0,17,0,0,0,2011,128,0,17,0
22, EDİRNE,194,44,0,0,9,0,0,0,2011,238,0,9,0
23, ELAZIĞ,236,3,0,0,19,0,0,0,2011,239,0,19,0
24, ERZİNCAN,43,0,0,0,3,0,0,0,2011,43,0,3,0
25, ERZURUM,223,4,0,0,12,0,0,0,2011,227,0,12,0
26, ESKİŞEHİR,2417,144,7,0,15,0,0,0,2011,2561,7,15,0
27, GAZİANTEP,571,36,0,0,31,1,0,0,2011,607,0,32,0
28, GİRESUN,108,4,0,0,9,0,0,0,2011,112,0,9,0
29, GÜMÜŞHANE,20,0,0,0,1,0,0,0,2011,20,0,1,0
30, HAKKARİ,2,0,0,0,3,0,0,0,2011,2,0,3,0
31, HATAY,613,0,0,0,34,0,0,0,2011,613,0,34,0
32, ISPARTA,113,7,1,0,7,0,0,0,2011,120,1,7,0
33, MERSİN,512,8,0,0,38,0,0,0,2011,520,0,38,0
34, İSTANBUL,8558,745,44,3,297,5,0,0,2011,9303,47,302,0
35, İZMİR,7362,490,14,0,126,1,0,0,2011,7852,14,127,0
36, KARS,12,0,0,0,0,0,0,0,2011,12,0,0,0
37, KASTAMONU,52,2,1,0,9,0,0,0,2011,54,1,9,0
38, KAYSERİ,2484,50,0,0,22,0,0,0,2011,2534,0,22,0
39, KIRKLARELİ,603,110,3,0,5,0,0,0,2011,713,3,5,0
40, KIRŞEHİR,144,1,0,0,6,0,0,0,2011,145,0,6,0
41, KOCAELİ,4520,218,1,1,47,0,0,0,2011,4738,2,47,0
42, KONYA,621,15,4,0,34,1,0,0,2011,636,4,35,0
43, KÜTAHYA,1404,32,278,0,14,0,0,0,2011,1436,278,14,0
44, MALATYA,164,2,1,0,8,0,0,0,2011,166,1,8,0
45, MANİSA,5447,182,2,0,24,0,0,0,2011,5629,2,24,0
46, KAHRAMANMARAŞ,126,2,1,0,36,0,0,0,2011,128,1,36,0
47, MARDİN,0,0,0,0,14,0,0,0,2011,0,0,14,0
48, MUĞLA,630,62,1,0,18,0,0,0,2011,692,1,18,0
49, MUŞ,6,0,0,0,2,0,0,0,2011,6,0,2,0
50, NEVŞEHİR,71,6,0,0,6,0,0,0,2011,77,0,6,0
51, NİĞDE,109,1,0,0,6,0,0,0,2011,110,0,6,0
52, ORDU,291,12,0,0,13,0,0,0,2011,303,0,13,0
53, RİZE,94,4,0,0,6,0,0,0,2011,98,0,6,0
54, SAKARYA,548,23,8,0,11,1,0,0,2011,571,8,12,0
55, SAMSUN,961,34,0,0,10,1,0,0,2011,995,0,11,0
56, SİİRT,12,0,0,0,10,0,0,0,2011,12,0,10,0
57, SİNOP,88,1,0,0,3,0,0,0,2011,89,0,3,0
58, SİVAS,288,4,0,0,22,0,2,0,2011,292,0,22,2
59, TEKİRDAĞ,894,148,0,0,20,2,0,0,2011,1042,0,22,0
60, TOKAT,113,2,1,0,11,0,0,0,2011,115,1,11,0
61, TRABZON,336,9,0,0,9,0,0,0,2011,345,0,9,0
62, TUNCELİ,27,0,0,0,1,0,0,0,2011,27,0,1,0
63,ŞANLIURFA,70,0,0,0,23,5,0,0,2011,70,0,28,0
64, UŞAK,467,40,0,0,8,0,0,0,2011,507,0,8,0
65, VAN,28,0,0,0,7,0,0,0,2011,28,0,7,0
66, YOZGAT,0,0,0,0,5,0,0,0,2011,0,0,5,0
67, ZONGULDAK,3921,22,159,0,29,0,4,0,2011,3943,159,29,4
68, AKSARAY,81,4,0,0,5,0,0,0,2011,85,0,5,0
69, BAYBURT,44,0,0,0,1,0,0,0,2011,44,0,1,0
70, KARAMAN,267,43,0,0,6,0,0,0,2011,310,0,6,0
71, KIRIKKALE,113,1,1,0,5,0,0,0,2011,114,1,5,0
72, BATMAN,103,0,0,0,26,0,0,0,2011,103,0,26,0
73, ŞIRNAK,0,0,0,0,15,0,0,0,2011,0,0,15,0
74, BARTIN,492,8,0,0,5,0,0,0,2011,500,0,5,0
75, ARDAHAN,0,0,0,0,0,0,0,0,2011,0,0,0,0
76, IĞDIR,14,0,0,0,3,0,0,0,2011,14,0,3,0
77, YALOVA,198,7,0,0,4,3,0,0,2011,205,0,7,0
78, KARABÜK,1143,9,1,0,6,0,0,0,2011,1152,1,6,0
79, KİLİS,29,1,0,0,0,0,0,0,2011,30,0,0,0
80, OSMANİYE,0,0,0,0,7,0,0,0,2011,0,0,7,0
81, DÜZCE,394,35,0,0,7,0,0,0,2011,429,0,7,0
1, ADANA,680,21,0,0,29,1,0,0,2009,701,0,30,0
2, ADIYAMAN,67,29,0,0,2,0,0,0,2009,96,0,2,0
3,AFYON,149,1,0,0,16,0,0,0,2009,150,0,16,0
4, AĞRI,7,1,0,0,2,0,0,0,2009,8,0,2,0
5, AMASYA,260,1,0,0,4,0,0,0,2009,261,0,4,0
6, ANKARA,2620,95,185,7,124,1,2,0,2009,2715,192,125,2
7, ANTALYA,1323,257,0,0,37,1,0,0,2009,1580,0,38,0
8, ARTVİN,73,0,0,0,7,0,0,0,2009,73,0,7,0
9, AYDIN,1102,83,2,0,15,0,0,0,2009,1185,2,15,0
10, BALIKESİR,928,121,1,0,42,0,0,0,2009,1049,1,42,0
11, BİLECİK,1020,50,1,0,3,0,0,0,2009,1070,1,3,0
12, BİNGÖL,20,0,0,0,2,0,0,0,2009,20,0,2,0
13, BİTLİS,21,0,0,0,5,0,0,0,2009,21,0,5,0
14, BOLU,496,43,0,0,6,0,0,0,2009,539,0,6,0
15, BURDUR,109,2,0,0,3,0,0,0,2009,111,0,3,0
16, BURSA,6828,752,4,0,42,0,0,0,2009,7580,4,42,0
17, ÇANAKKALE,286,25,0,0,6,0,0,0,2009,311,0,6,0
18, ÇANKIRI,31,2,1,0,1,0,0,0,2009,33,1,1,0
19, ÇORUM,141,5,0,0,8,0,0,0,2009,146,0,8,0
20, DENİZLİ,1957,227,0,2,18,0,0,0,2009,2184,2,18,0
21, DİYARBAKIR,115,4,0,0,15,0,0,0,2009,119,0,15,0
22, EDİRNE,166,36,0,0,6,0,0,0,2009,202,0,6,0
23, ELAZIĞ,231,5,0,0,16,0,0,0,2009,236,0,16,0
24, ERZİNCAN,49,1,0,0,2,0,0,0,2009,50,0,2,0
25, ERZURUM,73,1,0,0,9,0,0,0,2009,74,0,9,0
26, ESKİŞEHİR,2006,105,1,0,7,0,0,0,2009,2111,1,7,0
27, GAZİANTEP,500,5,0,0,26,1,0,0,2009,505,0,27,0
28, GİRESUN,75,5,0,0,3,0,0,0,2009,80,0,3,0
29, GÜMÜŞHANE,18,0,0,0,1,0,0,0,2009,18,0,1,0
30, HAKKARİ,2,0,0,0,6,0,0,0,2009,2,0,6,0
31, HATAY,728,5,0,0,31,0,0,0,2009,733,0,31,0
32, ISPARTA,100,4,0,0,7,0,0,0,2009,104,0,7,0
33, MERSİN,575,18,0,0,31,1,0,0,2009,593,0,32,0
34, İSTANBUL,7394,597,25,2,298,10,1,0,2009,7991,27,308,1
35, İZMİR,7438,504,150,8,78,0,0,0,2009,7942,158,78,0
36, KARS,15,0,0,0,3,0,0,0,2009,15,0,3,0
37, KASTAMONU,62,0,0,0,5,0,0,0,2009,62,0,5,0
38, KAYSERİ,201,2,0,0,29,0,0,0,2009,203,0,29,0
39, KIRKLARELİ,418,80,1,0,1,0,0,0,2009,498,1,1,0
40, KIRŞEHİR,144,0,0,0,2,0,0,0,2009,144,0,2,0
41, KOCAELİ,3082,121,23,0,51,1,0,0,2009,3203,23,52,0
42, KONYA,621,17,8,0,44,0,0,0,2009,638,8,44,0
43, KÜTAHYA,730,18,0,0,11,1,0,0,2009,748,0,12,0
44, MALATYA,189,6,0,0,11,0,0,0,2009,195,0,11,0
45, MANİSA,5302,302,20,0,35,1,0,0,2009,5604,20,36,0
46, K.MARAŞ,321,5,0,0,8,0,0,0,2009,326,0,8,0
47, MARDİN,0,0,0,0,15,0,0,0,2009,0,0,15,0
48, MUĞLA,459,36,0,0,10,0,0,0,2009,495,0,10,0
49, MUŞ,9,0,0,0,1,0,0,0,2009,9,0,1,0
50, NEVŞEHİR,34,3,0,0,13,1,0,0,2009,37,0,14,0
51, NİĞDE,58,1,0,0,2,0,0,0,2009,59,0,2,0
52, ORDU,154,12,0,0,12,0,0,0,2009,166,0,12,0
53, RİZE,92,0,0,0,2,0,0,0,2009,92,0,2,0
54, SAKARYA,38,0,0,0,14,0,0,0,2009,38,0,14,0
55, SAMSUN,492,16,1,0,12,0,0,0,2009,508,1,12,0
56, SİİRT,40,0,0,0,4,0,0,0,2009,40,0,4,0
57, SİNOP,88,2,0,0,3,0,0,0,2009,90,0,3,0
58, SİVAS,245,3,0,0,6,0,1,0,2009,248,0,6,1
59, TEKİRDAĞ,629,101,0,0,15,0,0,0,2009,730,0,15,0
60, TOKAT,142,1,0,0,11,0,0,0,2009,143,0,11,0
61, TRABZON,284,10,0,0,10,0,0,0,2009,294,0,10,0
62, TUNCELİ,22,0,0,0,3,0,0,0,2009,22,0,3,0
63, ŞANLIURFA,38,0,0,0,11,2,0,0,2009,38,0,13,0
64, UŞAK,375,28,0,0,7,0,0,0,2009,403,0,7,0
65, VAN,30,0,0,0,21,0,0,0,2009,30,0,21,0
66, YOZGAT,0,0,0,0,11,0,0,0,2009,0,0,11,0
67, ZONGULDAK,4598,32,89,0,63,0,6,0,2009,4630,89,63,6
68, AKSARAY,63,0,0,0,8,0,0,0,2009,63,0,8,0
69, BAYBURT,0,0,0,0,0,0,0,0,2009,0,0,0,0
70, KARAMAN,215,39,0,0,10,0,0,0,2009,254,0,10,0
71, KIRIKKALE,95,0,1,0,0,0,0,0,2009,95,1,0,0
72, BATMAN,49,0,0,0,9,0,0,0,2009,49,0,9,0
73, ŞIRNAK,39,0,0,0,15,0,0,0,2009,39,0,15,0
74, BARTIN,454,9,0,0,2,1,0,0,2009,463,0,3,0
75, ARDAHAN,0,0,0,0,1,0,0,0,2009,0,0,1,0
76, IĞDIR,0,0,0,0,6,0,0,0,2009,0,0,6,0
77, YALOVA,101,17,0,0,7,1,0,0,2009,118,0,8,0
78, KARABÜK,1049,7,1,0,2,0,0,0,2009,1056,1,2,0
79, KİLİS,14,2,0,0,0,0,0,0,2009,16,0,0,0
80, OSMANİYE,199,5,0,0,4,0,0,0,2009,204,0,4,0
81, DÜZCE,233,12,0,0,3,0,0,0,2009,245,0,3,0
1, ADANA,22,920,0,0,1,21,0,0,2008,942,0,22,0
2, ADIYAMAN,21,80,0,0,0,4,0,0,2008,101,0,4,0
3,AFYON,3,179,0,0,0,7,0,0,2008,182,0,7,0
4, AĞRI,0,5,0,0,0,1,0,0,2008,5,0,1,0
5, AMASYA,1,385,0,0,0,5,0,0,2008,386,0,5,0
6, ANKARA,133,3339,0,12,2,77,0,0,2008,3472,12,79,0
7, ANTALYA,218,1541,0,0,0,45,0,0,2008,1759,0,45,0
8, ARTVİN,0,77,0,0,0,2,0,0,2008,77,0,2,0
9, AYDIN,96,1461,0,2,0,7,0,0,2008,1557,2,7,0
10, BALIKESİR,100,987,0,1,0,9,0,0,2008,1087,1,9,0
11, BİLECİK,42,1043,0,1,0,3,0,0,2008,1085,1,3,0
12, BİNGÖL,0,15,0,0,0,0,0,0,2008,15,0,0,0
13, BİTLİS,0,11,0,0,0,0,0,0,2008,11,0,0,0
14, BOLU,36,343,0,0,0,7,0,0,2008,379,0,7,0
15, BURDUR,6,90,0,0,0,1,0,0,2008,96,0,1,0
16, BURSA,530,6620,0,2,1,41,0,0,2008,7150,2,42,0
17, ÇANAKKALE,31,412,0,0,1,9,0,0,2008,443,0,10,0
18, ÇANKIRI,2,56,0,3,0,0,0,0,2008,58,3,0,0
19, ÇORUM,3,136,0,0,0,3,0,0,2008,139,0,3,0
20, DENİZLİ,225,2173,0,1,0,26,0,0,2008,2398,1,26,0
21, DİYARBAKIR,4,107,0,0,0,18,0,0,2008,111,0,18,0
22, EDİRNE,11,122,0,0,0,11,0,0,2008,133,0,11,0
23, ELAZIĞ,0,252,0,0,1,9,0,0,2008,252,0,10,0
24, ERZİNCAN,1,37,0,2,0,0,0,0,2008,38,2,0,0
25, ERZURUM,0,91,0,0,0,5,0,0,2008,91,0,5,0
26, ESKİŞEHİR,97,2225,0,1,0,9,0,0,2008,2322,1,9,0
27, GAZİANTEP,17,794,0,0,1,20,0,0,2008,811,0,21,0
28, GİRESUN,3,42,0,0,0,5,0,0,2008,45,0,5,0
29, GÜMÜŞHANE,0,25,0,0,0,6,0,0,2008,25,0,6,0
30, HAKKARİ,0,10,0,0,0,2,0,0,2008,10,0,2,0
31, HATAY,5,1038,0,0,0,17,0,0,2008,1043,0,17,0
32, ISPARTA,7,80,0,0,0,0,0,0,2008,87,0,0,0
33, MERSİN,14,787,0,1,0,32,0,0,2008,801,1,32,0
34, İSTANBUL,459,8030,2,23,4,135,0,0,2008,8489,25,139,0
35, İZMİR,547,9548,9,78,2,50,0,0,2008,10095,87,52,0
36, KARS,0,17,0,0,0,1,0,0,2008,17,0,1,0
37, KASTAMONU,0,73,0,0,0,1,0,0,2008,73,0,1,0
38, KAYSERİ,52,2727,0,0,1,11,0,0,2008,2779,0,12,0
39, KIRKLARELİ,70,388,0,0,0,7,0,0,2008,458,0,7,0
40, KIRŞEHİR,0,83,0,0,0,5,0,0,2008,83,0,5,0
41, KOCAELİ,112,3489,0,1,0,23,0,0,2008,3601,1,23,0
42, KONYA,10,926,1,1,0,19,0,0,2008,936,2,19,0
43, KÜTAHYA,21,1166,0,1,0,4,0,0,2008,1187,1,4,0
44, MALATYA,3,135,0,0,0,4,0,0,2008,138,0,4,0
45, MANİSA,255,5890,0,6,0,9,0,0,2008,6145,6,9,0
46, K.MARAŞ,0,181,0,0,0,8,0,0,2008,181,0,8,0
47, MARDİN,4,13,0,0,0,9,0,0,2008,17,0,9,0
48, MUĞLA,42,647,0,0,0,8,0,0,2008,689,0,8,0
49, MUŞ,0,1,0,0,0,0,0,0,2008,1,0,0,0
50, NEVŞEHİR,2,68,0,0,0,4,0,0,2008,70,0,4,0
51, NİĞDE,0,58,0,0,0,4,0,0,2008,58,0,4,0
52, ORDU,5,84,0,1,0,3,0,0,2008,89,1,3,0
53, RİZE,2,91,0,0,0,6,0,0,2008,93,0,6,0
54, SAKARYA,21,718,2,28,0,13,0,0,2008,739,30,13,0
55, SAMSUN,10,592,0,3,0,13,0,0,2008,602,3,13,0
56, SİİRT,0,7,0,0,0,2,0,0,2008,7,0,2,0
57, SİNOP,7,63,0,0,0,2,0,0,2008,70,0,2,0
58, SİVAS,0,293,0,0,0,5,0,0,2008,293,0,5,0
59, TEKİRDAĞ,177,1277,0,2,1,11,0,0,2008,1454,2,12,0
60, TOKAT,6,130,0,0,0,3,0,0,2008,136,0,3,0
61, TRABZON,14,314,0,1,0,16,0,1,2008,328,1,16,1
62, TUNCELİ,0,10,0,0,0,0,0,0,2008,10,0,0,0
63, ŞANLIURFA,0,40,0,0,0,7,0,0,2008,40,0,7,0
64, UŞAK,38,504,0,1,0,6,0,0,2008,542,1,6,0
65, VAN,0,8,0,0,0,3,0,0,2008,8,0,3,0
66, YOZGAT,1,70,0,0,0,3,0,0,2008,71,0,3,0
67, ZONGULDAK,38,3643,0,353,0,20,0,0,2008,3681,353,20,0
68, AKSARAY,2,76,0,0,0,6,0,0,2008,78,0,6,0
69, BAYBURT,0,17,0,0,0,0,0,0,2008,17,0,0,0
70, KARAMAN,23,169,0,0,0,2,0,0,2008,192,0,2,0
71, KIRIKKALE,1,176,0,0,0,4,0,0,2008,177,0,4,0
72, BATMAN,0,12,0,0,0,3,0,0,2008,12,0,3,0
73, ŞIRNAK,0,9,0,0,0,4,0,0,2008,9,0,4,0
74, BARTIN,4,205,0,0,0,2,0,0,2008,209,0,2,0
75, ARDAHAN,0,0,0,0,0,0,0,0,2008,0,0,0,0
76, IĞDIR,0,7,0,0,0,4,0,0,2008,7,0,4,0
77, YALOVA,11,230,0,0,0,3,0,0,2008,241,0,3,0
78, KARABÜK,6,1184,0,0,0,3,0,0,2008,1190,0,3,0
79, KİLİS,0,2,0,0,0,0,0,0,2008,2,0,0,0
80, OSMANİYE,0,3,0,0,0,0,0,0,2008,3,0,0,0
81, DÜZCE,23,512,0,0,0,0,0,0,2008,535,0,0,0
1, ADANA,26,1140,0,0,0,42,0,0,2007,1166,0,42,0
2, ADIYAMAN,60,96,0,0,0,3,0,0,2007,156,0,3,0
3,AFYON,3,157,0,0,0,5,0,0,2007,160,0,5,0
4, AĞRI,0,0,0,0,0,3,0,0,2007,0,0,3,0
5, AMASYA,2,407,0,0,0,4,0,0,2007,409,0,4,0
6, ANKARA,119,3450,0,17,0,85,0,0,2007,3569,17,85,0
7, ANTALYA,172,1347,0,0,2,46,0,0,2007,1519,0,48,0
8, ARTVİN,0,42,0,0,0,3,0,0,2007,42,0,3,0
9, AYDIN,140,1534,2,5,0,13,0,0,2007,1674,7,13,0
